Ocean Biomes,Seas,Oceans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canyons,Falinks,Kommo-O,Jangmo-O,Hakamo-O,Salamence,Metagross,Beldum,Shelgon,Bagon,Metang,Excadrill,Drilbur,Dugtrio,Diglett,Steelix,Onix,Magnezone,Magnemite,Magneton,Brasar Sableye,Brigarock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swamp Biomes,Swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swamps,Toxel,Toxtricity Low Key,Whiscash,Murkrow,Honchkrow,Yanma,Yanmega,Vileplume,Gloom,Oddish,Sliggoo,Goodra,Goomy,Carnivine,Toxicroak,Croagunk,Barboach,Toxtricity Amped,Skorupi,Drapion,Whiscash,Wooper,Quagsire,Sliggoo,Goodra,Goomy,Carnivine,Toxicroak,Croagunk,Barboach,Rufflet,Braviary,Tympole,Seismitoad,Palpitoad,Tangela,Tangrowth,Accelgor,Shelmet,Escavalier,Karrablast,Stunfisk,Greninja,Froakie,Frogadier,Surskit,Masquerain,Corvisquire,Rookidee,Corviknight,Weepinbell,Victreebel,Bellsprout,Stunfisk,Accelgor,Shelmet,Swampert,Marshtomp,Mudkip,Murizika,Juliefly,Grubey,Feijoar,Feipig,Allicuca,Amebrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Biomes,Urban Areas,Urban Outskirts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Areas,Dedenne,Wormadam Steel,Fletchling,Pumpkaboo,Gourgeist,Sylveon,Slurpuff,Swirlix,Rotom,Muk,Grimer,Persian,Meowth,Raticate,Rattata,Shuppet,Burmy,Glameow,Purugly,Banette,Joltik,Pichu,Chatot,Starly,Sinistea,Polteageist,Munchlax,Murkrow,Honchkrow,Pidgey,Indeedee,Eevee,Milcery,Herdier,Lillipup,Alcremie,Stufful,Audino,Delcatty,Skitty,Cutiefly,Tranquill,Pidove,Purrloin,Swablu,Linoone,Zigzagoon,Weezing,Hitmontop,Tyrogue,Hitmonchan,Hitmonlee,Furfrou,Klefki,Umbreon,Espeon,Smeargle,Granbull,Snubbull,Persian,Meowth,Pachirisu,Corviknight,Dustox,Corvisquire,Klinklang,Klink,Klang,Orbeetle,Blipbug,Dottler,Florges,Floette,Flabebe,Roselia,Roserade,Budew,Hitmontop,Tyrogue,Hitmonchan,Hitmonlee,Furfrou,Klefki,Umbreon,Espeon,Smeargle,Granbull,Snubbull,Persian,Meowth,Mr. Rime,Galarian Mr. Mime,Mime Jr.,Mr. Mime,Alakazam,Kadabra,Abra,Gengar,Mimikyu,Rotom Heat,Rotom Fan,Rotom Mow,Rotom Frost,Rotom Wash,Mudpuppy,Earthdog,Murizika,Juliefly,Grubey,Pipat,Acairock,Brasar Vanillish,Brasar Vanillite,Polchigeist,Brasar Sinistea,Pepperim,Brasar Cherubi,Phantag,Bellcaf,Eeveeon,Lampst,Lighrit,Voltheist,Brasar Mimikyu,Milkat,Brigarock,Kapoehnaue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Outskirts,Grimmsnarl,Morgrem,Impidimp,Cutiefly,Gothitelle,Gothita,Gothorita,Zoroark,Zorua,Gallade,Kirlia,Ralts,Gardevoir,Orbeetle,Blipbug,Dottler,Florges,Floette,Flabebe,Roselia,Roserade,Budew,Mr. Rime,Galarian Mr. Mime,Mime Jr.,Mr. Mime,Mudpuppy,Earthdog,Murizika,Juliefly,Grubey,Preampere,Pipat,Acairock,Brasar Vanillish,Brasar Vanillite,Pepperim,Brasar Cherubi,Thuncken,Chictric,Phantag,Wolfscure,Lobbyght,Feijoar,Feipig,Canarin,Bellcaf,Moorrant - Capricious Form,Moorrant - Guaranteed Form,,Lampst,Lighrit,Voltheist,Bumboi,Kapoehnaue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Biomes,Ruins,Cemeteries,Abandoned Buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruins,Runerigus,Golurk,Golett,Yamask,Sigilyph,Spiritomb,Baltoy,Stonjourner,Sinistea,Polteageist,Cofagrigus,Bronzong,Bronzor,Unown,Claydol,Elgyem,Beheeyem,Honedge,Aegislash,Doublade,Xatu,Natu,Volcarona,Unown,Cofagrigus,Absol,Cabrooat,Guaranboo,Guarannah,Lampst,Lighrit,Voltheist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemeteries,Gengar,Haunter,Gastly,Chingling,Chimecho,Mimikyu,Cabrooat,Wolfscure,Lobbyght,Honedge,Aegislash,Doublade,Trevenant,Phantump,Pumpkaboo,Gourgeist,Lampst,Lighrit,Voltheist,Brasar Mimikyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Buildings,Haunter,Gastly,Alakazam,Kadabra,Abra,Mimikyu,Chandelure,Lampent,Litwick,Honedge,Aegislash,Doublade,Espurr,Meowstic,Absol,Braixen,Fennekin,Delphox,Cabrooat,Polchigeist,Brasar Sinistea,Headlesh,Brasar Ponyta,Phantag,Ghoil,Wolfscure,Lobbyght,Lampst,Lighrit,Voltheist,Brasar Mimikyu,Bumboi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold Biomes,Tundras,Snowy Mountains,Glaciers,Polar Seas,Boreal Forests,Icy Caves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tundras,Glaceon,Frosmoth,Snom,Mamoswine,Swinub,Piloswine,Smoochum,Jynx,Acairock,Brasar Vanillish,Brasar Vanillite,Tamanduice,Guarice,Guarartic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowy Mountains,Glaceon,Darumaka,Darmanitan,Smoochum,Jynx,Alolan Ninetales,Alolan Vulpix,Alolan Sandslash,Alolan Sandshrew,Frosmoth,Snom,Avalugg,Bergmite,Cryogonal,Delibird,Crabominable,Cryogonal,Snover,Abomasnow,Acairock,Brasar Vanillish,Brasar Vanillite,Guarice,Guarartic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaciers,Galarian Darumaka,Galarian Darmanitan,Mr. Rime,Galarian Mr. Mime,Avalugg,Bergmite,Beartic,Cubchoo,Perrserker,Galarian Meowth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polar Seas,Avalugg,Bergmite,Beartic,Spheal,Walrein,Sealeo,Eiscue,Dewgong,Seel,Grapploct,Clobbopus,Cloyster,Shellder,Lapras,Piplup,Empoleon,Prinplup,Samurott,Dewott,Oshawott,Primarina,Brionne,Popplio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boreal Forests,Galarian Darumaka,Galarian Darmanitan,Frosmoth,Snom,Mr. Rime,Galarian Mr. Mime,Weavile,Snover,Abomasnow,Sneasel,Vivillon,Spewpa,Scatterbug,Skwovet,Greedent,Ursaring,Teddiursa,Stantler,Perrserker,Galarian Meowth,Sawsbuck,Deerling,Tamanduice,Guarice,Guarartic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icy Caves,Spheal,Walrein,Sealeo,Smoochum,Jynx,Froslass,Mamoswine,Swinub,Piloswine,Sneasel,Glalie,Snorunt,Beartic,Cubchoo,Vanillish,Vanilluxe,Vanillite,Weavile,Acairock,Brasar Vanillish,Brasar Vanillite,Guarice,Guarartic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Biomes,Meteor Crash Sites,Dragon Lake,Lago Dos Slowpoke,Weather Stations,Polluted Areas,Areas With Electrical Activity,Orchards,Meadows,Labs,Volcanoes,Fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meteor Crash Sites,Lunatone,Solrock,Minior,Absol,Clefairy,Clefable,Cleffa,Unown,Sableye,Rotom - Disk Form,Minior Core,Cosmog,Orbeetle,Blipbug,Dottler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Lake,Dragonair,Dratini,Dragonite,Magikarp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lago Dos Slowpoke,Slowbro,Slowpoke,Slowking,Shellder,Cloyster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Stations,Castform,Drifloon,Drifblim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polluted Areas,Weezing,Koffing,Carkol,Coalossal,Rolycoly,Conkeldurr,Timburr,Garbodor,Trubbish,Cursola,Galarian Corsola,Muk,Grimer,Galarian Weezing,Gulpin,Swalot,Ghoil,Phantag,Amebrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Areas With Electrical Activity,Pichu,Electrode,Voltorb,Pikachu,Raichu,Alolan Golem,Alolan Graveler,Alolan Geodude,Magnezone,Magnemite,Magneton,Togedemaru,Charjabug,Grubbin,Vikavolt,Electivire,Electabuzz,Elekid,Magnezone,Magnemite,Magneton,Electrode,Voltorb,Pachirisu,Preampere,Thuncken,Chictric,Bunntric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchards,Skwovet,Greedent,Appletun,Flapple,Applin,Illumise,Volbeat,Vivillon,Spewpa,Scatterbug,Butterfree,Metapod,Caterpie,Beedrill,Kakuna,Weedle,Primeape,Mankey,Exeggutor,Exeggcute,Ledian,Ledyba,Sudowoodo,Bonsly,Ambipom,Aipom,Heracross,Dustox,Beautifly,Cascoon,Silcoon,Wurmple,Shiftry,Nuzleaf,Seedot,Swellow,Taillow,Ninjask,Nincada,Vespiquen,Combee,Cherrim,Cherubi,Chatot,Snorlax,Munchlax,Carnivine,Watchog,Patrat,Pansage,Panpour,Leavanny,Swadloon,Sewaddle,Chesnaught,Quilladin,Chespin,Talonflame,Fletchinder,Fletchling,Trumbeak,Pikipek,Toucannon,Oricorio,Ribombee,Cutiefly,Tsareena,Steenee,Bounsweet,Passimian,Grookey,Rillaboom,Thwackey,Skwovet,Greedent,Corvisquire,Rookidee,Corviknight,Orbeetle,Blipbug,Dottler,Alarala,Canindarara,Perigreen,Brasar Vanillite,Pepperim,Brasar Cherubi,Tropicanda,Bunntric,Foxion,Brasar Ninetales,Brasar Vulpix,Guaranboo,Guarannah,Pumpkaboo,Gourgeist,Nectareon,Brigarock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadows,Dedenne,Sunflora,Sunkern,Aromatisse,Spritzee,Sentret,Furret,Comfey,Ribombee,Cutiefly,Slurpuff,Swirlix,Eldegoss,Gossifleur,Swellow,Taillow,Oricorio,Wigglytuff,Jigglypuff,Igglybuff,Illumise,Volbeat,Vivillon,Spewpa,Scatterbug,Bellossom,Vileplume,Gloom,Oddish,Jumpluff,Skiploom,Hoppip,Gallade,Kirlia,Ralts,Gardevoir,Roselia,Budew,Vespiquen,Combee,Whimsicott,Cottonee,Lilligant,Petilil,Sawsbuck,Deerling,Butterfree,Metapod,Caterpie,Beedrill,Kakuna,Weedle,Florges,Floette,Flabebe,Lurantis,Fomantis,Orbeetle,Blipbug,Dottler,Ledian,Ledyba,Dustox,Beautifly,Cascoon,Silcoon,Wurmple,Ninjask,Nincada,Vespiquen,Combee,Leavanny,Swadloon,Sewaddle,Polchigeist,Brasar Sinistea,Pepperim,Brasar Cherubi,Peasychic,Fairyss,Tropicanda,Foxion,Brasar Ninetales,Brasar Vulpix,Nectareon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labs,Porygon-Z,Porygon2,Porygon,Ditto,Castform,Drifloon,Drifblim,Rotom,Reuniclus,Duosion,Solosis,Klinklang,Klink,Klang,Type Null,Silvally,Meltan,Melmetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanoes,Salazzle,Salandit,Larvesta,Magcargo,Marowak,Slugma,Pansear,Simisear,Houndoom,Diglett,Dugtrio,Volcarona,Centiskorch,Sizzlipede,Carkol,Coalossal,Rolycoly,Turtonator,Blaziken,Combusken,Torchic,Charmander,Charizard,Charmeleon,Camerupt,Numel,Torkoal,Magmortar,Magby,Magmar,Weezing,Koffing,Arcanine,Growlithe,Cyndaquil,Quilava,Typhlosion,Houndour,Flaralf,Guarwolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil,Aerodactyl,Amaura,Anorith,Archen,Archeops,Arctovish,Arctozolt,Armaldo,Aurorus,Bastiodon,Carracosta,Cradily,Cranidos,Dracovish,Dracozolt,Kabuto,Kabutops,Lileep,Omanyte,Omastar,Rampardos,Shieldon,Tirtouga,Tyrantrum,Tyrunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
